Member_number,Date,itemDescription
2795,2014-03-19,"root vegetables, snack products"
2795,2014-05-03,"rolls/buns, canned beer"
2795,2014-06-27,"whole milk, soda, fruit/vegetable juice"
2795,2015-03-12,"beef, cat food"
2795,2015-05-06,"citrus fruit, white bread"
2796,2014-02-16,"whipped/sour cream, oil"
2796,2014-04-18,"other vegetables, soda"
2796,2014-09-21,"rolls/buns, cling film/bags"
2796,2015-05-19,"curd, dessert"
2796,2015-10-17,"other vegetables, pork, rolls/buns"
2797,2014-08-08,"rolls/buns, other vegetables, soda"
2797,2015-09-12,"chicken, coffee"
2798,2014-03-19,"rolls/buns, margarine"
2798,2014-06-27,"rolls/buns, bottled water"
2798,2015-06-17,"chicken, bottled beer"
2798,2015-08-22,"frankfurter, pastry"
2799,2014-07-31,"canned fish, butter, pot plants"
2799,2014-09-24,"other vegetables, cat food"
2799,2015-02-27,"chocolate, pickled vegetables, bottled water"
2799,2015-05-25,"sausage, yogurt"
2799,2015-06-17,"butter, baking powder, brown bread"
2799,2015-08-12,"whole milk, hamburger meat, detergent, pickled vegetables"
2799,2015-09-02,"sugar, fruit/vegetable juice"
2799,2015-09-10,"citrus fruit, pickled vegetables"
2800,2014-10-29,"other vegetables, frozen fish"
2800,2015-02-02,"dessert, other vegetables"
2800,2015-03-17,"citrus fruit, sauces, long life bakery product"
2800,2015-06-21,"sugar, brown bread"
2800,2015-10-02,"pip fruit, beverages, margarine, soda"
2801,2014-01-23,"root vegetables, whole milk"
2801,2014-06-17,"whole milk, other vegetables"
2801,2014-07-17,"sausage, margarine"
2801,2014-10-10,"dessert, bottled water"
2802,2014-04-27,"chocolate, white wine"
2802,2014-07-28,"whole milk, canned beer"
2802,2014-09-14,"whole milk, condensed milk"
2802,2014-12-15,"whole milk, frozen vegetables"
2803,2014-02-20,"butter milk, margarine"
2803,2014-03-04,"shopping bags, rubbing alcohol"
2803,2014-07-03,"tropical fruit, canned beer"
2803,2014-08-10,"rolls/buns, curd"
2803,2014-10-26,"coffee, yogurt, oil"
2804,2014-03-21,"fruit/vegetable juice, white wine"
2804,2014-07-05,"rolls/buns, brown bread"
2804,2014-09-19,"other vegetables, canned vegetables, canned beer"
2804,2015-01-18,"canned beer, other vegetables"
2805,2014-08-16,"dessert, pickled vegetables, cat food"
2805,2015-04-18,"coffee, packaged fruit/vegetables, bottled water, pastry"
2805,2015-08-17,"rolls/buns, canned beer"
2805,2015-08-30,"curd, ice cream"
2806,2014-01-19,"whipped/sour cream, canned beer"
2806,2014-01-21,"newspapers, long life bakery product"
2806,2014-03-13,"bottled water, red/blush wine, onions, brown bread"
2806,2014-04-06,"onions, curd"
2807,2014-06-02,"herbs, newspapers, rolls/buns"
2807,2014-07-17,"whole milk, beverages"
2807,2014-10-13,"UHT-milk, bottled water"
2807,2015-07-03,"tropical fruit, whole milk, sweet spreads"
2808,2014-01-23,"other vegetables, white bread"
2808,2014-09-02,"cereals, rolls/buns"
2808,2015-05-05,"root vegetables, canned beer"
2809,2014-04-01,"bottled beer, berries"
2809,2015-04-10,"whole milk, pork, other vegetables, domestic eggs"
2810,2014-02-08,"root vegetables, frozen meals, salty snack"
2810,2014-11-05,"sausage, frozen meals"
2810,2015-01-29,"root vegetables, butter"
2810,2015-09-08,"butter milk, meat, curd, soda, long life bakery product"
2810,2015-09-22,"sausage, citrus fruit"
2810,2015-12-30,"frankfurter, pip fruit, whipped/sour cream"
2811,2014-05-10,"beef, hygiene articles"
2811,2014-06-20,"butter milk, frozen vegetables"
2811,2014-07-22,"chocolate, frozen meals"
2811,2014-11-14,"waffles, yogurt"
2811,2015-02-11,"oil, butter milk, cling film/bags, pastry"
2811,2015-02-23,"tropical fruit, chicken, beef, pasta, onions, long life bakery product, whole milk, jam"
2812,2014-08-28,"brown bread, whipped/sour cream"
2812,2014-12-08,whipped/sour cream
2813,2014-02-17,"tropical fruit, cake bar, chocolate"
2813,2014-12-20,"other vegetables, yogurt"
2813,2015-07-16,"coffee, tidbits"
2813,2015-10-01,"whole milk, sausage, yogurt, cake bar, female sanitary products, soda"
2813,2015-11-16,"pip fruit, yogurt"
2814,2014-06-10,"whole milk, butter, newspapers"
2814,2014-12-15,"root vegetables, rolls/buns"
2814,2015-01-08,"pip fruit, yogurt"
2814,2015-05-11,"ice cream, root vegetables"
2814,2015-07-17,"newspapers, hamburger meat, whole milk, specialty cheese"
2814,2015-09-18,"berries, specialty bar"
2814,2015-10-21,"onions, dish cleaner"
2815,2014-08-05,"waffles, yogurt"
2815,2014-09-23,"dessert, butter"
2815,2014-10-30,"beef, root vegetables"
2815,2015-09-10,"root vegetables, beef"
2816,2014-01-18,"citrus fruit, chewing gum, frozen vegetables, margarine"
2816,2014-03-06,"citrus fruit, whole milk"
2816,2015-05-15,"whole milk, pastry"
2816,2015-06-19,"pastry, canned beer, mustard, yogurt"
2816,2015-08-22,"onions, grapes, bottled beer"
2816,2015-09-30,"chicken, root vegetables"
2816,2015-10-01,"rolls/buns, tropical fruit, seasonal products, fruit/vegetable juice"
2816,2015-10-11,"bottled beer, other vegetables, salty snack"
2817,2014-06-19,bottled water
2817,2014-09-25,"baking powder, soda, beverages"
2817,2015-12-22,"pork, male cosmetics, pastry, chewing gum, brandy"
2818,2015-11-07,"tropical fruit, root vegetables"
2818,2015-11-11,"bottled water, photo/film"
2818,2015-11-22,whole milk
2820,2014-11-24,"tropical fruit, soda"
2822,2014-06-16,"shopping bags, salty snack"
2822,2015-12-18,"salty snack, shopping bags"
2823,2014-08-07,"pastry, napkins"
2823,2014-10-17,"yogurt, frozen vegetables, waffles"
2824,2014-09-05,"pip fruit, frozen fish, cling film/bags"
2824,2014-09-17,"sausage, whole milk"
2824,2015-12-07,"pork, tropical fruit, whole milk, chewing gum"
2825,2014-04-21,"mustard, curd cheese"
2825,2014-05-06,"photo/film, frozen potato products"
2825,2015-08-14,"frankfurter, whole milk"
2825,2015-12-25,"soda, whisky"
2825,2015-12-29,"sausage, root vegetables"
2826,2014-09-04,"frankfurter, other vegetables"
2827,2014-10-16,"citrus fruit, whole milk"
2827,2015-10-31,"bottled beer, beef, domestic eggs, whipped/sour cream, shopping bags, newspapers"
2828,2014-02-01,"meat, curd"
2829,2014-07-07,"pork, soda"
2829,2015-10-29,"pip fruit, candles"
2829,2015-12-19,"beef, frankfurter, chewing gum, margarine, detergent"
2830,2014-07-19,"hamburger meat, rolls/buns"
2830,2014-09-21,"sausage, bottled beer"
2830,2015-05-28,"canned beer, salty snack, soda"
2830,2015-06-22,"citrus fruit, sausage, rolls/buns, frozen potato products"
2831,2014-05-18,"pip fruit, soda"
2831,2014-05-25,"fruit/vegetable juice, margarine"
2831,2014-05-30,"soda, sliced cheese, butter"
2831,2015-01-06,"frankfurter, frozen dessert"
2832,2014-05-30,"specialty chocolate, bottled water"
2832,2014-07-07,"whole milk, newspapers"
2832,2014-07-29,"sausage, meat spreads, domestic eggs"
2832,2014-08-04,"curd, newspapers"
2832,2015-11-02,"other vegetables, frozen vegetables"
2833,2015-08-14,"citrus fruit, beef, whipped/sour cream, other vegetables"
2834,2014-02-07,"other vegetables, soda, yogurt"
2834,2014-08-01,"sliced cheese, shopping bags"
2834,2015-12-02,"newspapers, yogurt, napkins"
2834,2015-12-26,"beef, cream cheese "
2835,2014-01-28,"domestic eggs, bottled water"
2835,2014-05-10,"rolls/buns, whole milk"
2835,2014-07-18,"brandy, specialty bar, chocolate"
2835,2014-07-23,"whole milk, cream cheese "
2835,2014-08-11,"root vegetables, rolls/buns"
2835,2014-11-21,"rolls/buns, shopping bags"
2835,2015-10-09,"citrus fruit, ham, onions, yogurt, pasta, newspapers"
2836,2014-10-04,"whole milk, shopping bags"
2836,2014-10-20,"tropical fruit, butter"
2836,2014-11-06,"meat, root vegetables"
2836,2015-08-14,"UHT-milk, butter milk, napkins"
2836,2015-12-29,"UHT-milk, berries, shopping bags"
2837,2014-06-26,"frozen dessert, bottled water"
2837,2014-10-13,"dessert, soda"
2837,2014-11-05,"brandy, soap, chewing gum"
2837,2015-04-22,"whole milk, yogurt"
2837,2015-09-19,"rolls/buns, citrus fruit"
2838,2014-04-19,"pastry, berries"
2838,2014-04-28,"liver loaf, waffles"
2838,2015-11-10,"rolls/buns, bottled water, vinegar"
2839,2014-06-29,"beef, red/blush wine"
2839,2014-07-06,"soda, napkins, specialty chocolate"
2839,2015-10-31,"beef, whole milk, candy"
2840,2014-07-22,"butter, yogurt"
2840,2015-01-27,"photo/film, cat food"
2840,2015-02-12,"beverages, curd"
2840,2015-03-24,"frankfurter, butter"
2840,2015-05-27,"other vegetables, frozen meals, rolls/buns, canned beer, white bread"
2840,2015-08-07,"pork, rolls/buns"
2841,2015-12-20,"finished products, domestic eggs"
2842,2014-05-15,"beef, soda"
2842,2015-07-29,"sausage, whole milk"
2843,2014-04-14,"rolls/buns, canned vegetables"
2843,2014-06-06,"rum, rolls/buns"
2843,2015-10-12,"pip fruit, onions, domestic eggs"
2843,2015-12-14,"whole milk, pasta"
2844,2015-05-21,"tropical fruit, whipped/sour cream"
2845,2014-11-26,"sliced cheese, frozen chicken"
2845,2015-10-01,"other vegetables, processed cheese"
2846,2014-10-26,"canned fish, shopping bags"
2846,2015-08-15,"whipped/sour cream, instant coffee"
2846,2015-09-23,"other vegetables, liquor"
2847,2014-01-04,"soups, margarine"
2847,2014-01-05,"rolls/buns, processed cheese"
2847,2014-04-28,"hamburger meat, spices, chocolate"
2847,2014-06-13,"ham, yogurt"
2847,2015-05-18,"whipped/sour cream, chicken"
2847,2015-11-23,"canned beer, white bread"
2848,2014-07-14,"butter, bottled water"
2848,2015-11-15,"chicken, pasta"
2849,2014-02-11,"UHT-milk, herbs, newspapers"
2849,2014-05-28,"pip fruit, sauces"
2849,2014-06-30,"sausage, brown bread"
2849,2014-08-28,"bottled water, napkins"
2849,2015-11-24,"pork, yogurt"
2850,2014-01-10,"pip fruit, root vegetables"
2850,2014-01-18,"organic sausage, UHT-milk"
2850,2014-02-27,rolls/buns
2850,2015-03-27,"whole milk, finished products, beef"
2851,2014-01-16,"rolls/buns, misc. beverages"
2851,2014-04-11,"other vegetables, bottled beer"
2851,2014-05-05,"herbs, specialty chocolate, red/blush wine, salad dressing"
2851,2014-06-22,"bottled beer, whipped/sour cream"
2851,2014-11-14,"tropical fruit, onions"
2851,2015-01-01,"whole milk, white bread, canned beer, brown bread, fruit/vegetable juice"
2851,2015-02-17,"butter, bottled beer, canned beer, chewing gum, fruit/vegetable juice"
2851,2015-03-16,"rolls/buns, other vegetables, curd, spread cheese, candles"
2851,2015-09-16,"canned beer, napkins"
2852,2015-06-08,"citrus fruit, whipped/sour cream"
2853,2014-10-26,"other vegetables, semi-finished bread"
2853,2014-11-17,"tropical fruit, UHT-milk, candy"
2854,2014-02-13,"rolls/buns, napkins, bottled beer"
2854,2014-06-19,"rolls/buns, shopping bags"
2854,2014-07-15,"berries, pip fruit"
2854,2015-02-08,"coffee, other vegetables, candy, whole milk"
2855,2014-01-17,"yogurt, coffee"
2855,2014-05-25,"tropical fruit, UHT-milk"
2855,2014-06-13,"whole milk, cat food, processed cheese, rolls/buns"
2855,2014-11-07,"rolls/buns, hygiene articles"
2855,2015-02-03,"sausage, frankfurter, herbs, rice"
2855,2015-08-05,"canned beer, organic products, whole milk, frozen dessert, misc. beverages"
2855,2015-09-09,"other vegetables, soda"
2855,2015-11-08,"sausage, soda"
2856,2014-12-24,"instant coffee, sparkling wine"
2856,2015-08-21,"meat, other vegetables"
2857,2014-05-30,"meat, waffles"
2857,2014-08-02,"yogurt, whipped/sour cream"
2857,2014-08-28,"beef, coffee"
2857,2014-12-12,"pip fruit, newspapers, fruit/vegetable juice"
2857,2015-02-18,"root vegetables, tropical fruit"
2857,2015-04-18,"whole milk, tropical fruit, liquor (appetizer), soda"
2858,2014-08-24,"grapes, packaged fruit/vegetables, detergent"
2859,2014-02-27,"brown bread, processed cheese"
2859,2015-02-11,"grapes, herbs"
2860,2014-01-11,"tropical fruit, yogurt, bottled water"
2860,2014-07-08,"other vegetables, chocolate"
2860,2014-09-15,"flower soil/fertilizer, waffles"
2860,2014-10-26,"beef, butter"
2860,2015-03-01,"sausage, shopping bags, light bulbs"
2860,2015-12-20,"root vegetables, flower (seeds)"
2861,2014-04-15,"whole milk, pastry"
2861,2014-10-25,"dessert, whole milk, domestic eggs"
2861,2015-02-23,"whole milk, tropical fruit"
2861,2015-03-12,"meat, tropical fruit"
2861,2015-12-02,"pastry, whole milk"
2862,2014-06-02,"kitchen towels, shopping bags"
2862,2014-12-09,"bottled water, soda"
2862,2015-08-08,"misc. beverages, long life bakery product"
2863,2014-03-03,"chocolate, whipped/sour cream, bottled beer"
2863,2014-03-12,"frankfurter, bottled beer"
2863,2014-07-07,"hamburger meat, tidbits"
2864,2014-01-12,"popcorn, dishes, whole milk"
2864,2014-10-16,"berries, other vegetables, fruit/vegetable juice"
2864,2015-03-13,"citrus fruit, tropical fruit"
2864,2015-08-03,"beverages, shopping bags"
2865,2014-09-23,"root vegetables, processed cheese"
2865,2015-05-14,"oil, pork, other vegetables, frozen meals"
2865,2015-11-04,"pot plants, soda"
2866,2014-04-16,"curd, whole milk"
2867,2014-05-09,"other vegetables, salty snack"
2867,2015-06-25,"butter, shopping bags"
2867,2015-07-16,"turkey, soft cheese, other vegetables, canned beer"
2867,2015-11-12,"whole milk, bottled water, chicken, citrus fruit, canned vegetables"
2867,2015-12-23,"chicken, bottled water"
2868,2014-03-04,"pastry, oil, potato products"
2868,2014-04-02,"soda, salty snack"
2868,2014-04-22,"soda, other vegetables, chocolate"
2868,2014-06-15,"citrus fruit, pickled vegetables"
2868,2015-01-09,"salt, semi-finished bread"
2868,2015-03-20,"pork, hamburger meat"
2868,2015-07-18,"waffles, pip fruit, whole milk, beef, yogurt"
2868,2015-12-04,"beef, yogurt"
2869,2014-08-02,"bottled water, bottled beer, brown bread"
2869,2014-11-08,"cream cheese , bottled water"
2869,2015-04-29,"whole milk, curd, yogurt"
2869,2015-12-10,"beef, tropical fruit, root vegetables, whole milk, cream cheese , newspapers"
2870,2014-09-04,"pork, yogurt"
2870,2014-12-14,"tropical fruit, whole milk"
2870,2015-01-21,"chicken, whole milk, specialty bar"
2870,2015-02-25,"white bread, hamburger meat, pastry, frozen meals"
2870,2015-10-25,beef
2871,2014-04-21,"newspapers, roll products "
2871,2014-05-03,"whole milk, dessert"
2871,2014-09-21,"root vegetables, yogurt"
2871,2015-12-20,"hamburger meat, root vegetables"
2872,2014-08-04,"whole milk, domestic eggs"
2872,2014-08-06,"liquor (appetizer), whole milk"
2872,2015-09-19,"onions, tropical fruit, shopping bags, other vegetables"
2873,2014-01-28,"soda, citrus fruit, rolls/buns"
2873,2014-05-23,"rolls/buns, whole milk, frozen vegetables, newspapers"
2873,2014-10-09,"whole milk, cake bar"
2873,2014-10-23,"whole milk, detergent, soda"
2873,2015-07-15,"photo/film, liquor (appetizer)"
2873,2015-09-03,"other vegetables, whipped/sour cream"
2874,2015-01-05,"sausage, hygiene articles, ice cream"
2874,2015-01-22,"soda, frankfurter, bottled water, chicken"
2874,2015-02-15,"sausage, bottled beer, onions, other vegetables, soda"
2874,2015-09-09,"pip fruit, butter, whole milk, other vegetables"
2875,2014-04-30,"brown bread, herbs"
2875,2015-03-12,"zwieback, soda, curd"
2875,2015-11-01,"whole milk, soda"
2876,2014-12-20,"whole milk, shopping bags"
2876,2015-03-22,"sausage, fruit/vegetable juice, coffee"
2876,2015-09-09,"sausage, other vegetables"
2876,2015-09-19,"tropical fruit, chewing gum"
2876,2015-10-30,"other vegetables, pip fruit, fruit/vegetable juice"
2877,2014-06-13,"frozen meals, mustard"
2877,2015-04-10,"pip fruit, tropical fruit, waffles, root vegetables"
2878,2014-06-13,"rolls/buns, bottled water"
2878,2014-11-04,"whipped/sour cream, pastry"
2879,2014-06-27,"dessert, herbs, detergent, artif. sweetener"
2879,2015-04-18,"hair spray, chocolate, rolls/buns"
2879,2015-05-26,"frankfurter, newspapers"
2879,2015-07-23,"liver loaf, whipped/sour cream"
2879,2015-12-28,"whole milk, spread cheese"
2880,2014-12-04,"tropical fruit, soda"
2880,2015-06-19,"pork, bottled beer, whole milk, margarine"
2880,2015-11-03,"liver loaf, onions"
2881,2014-03-06,"domestic eggs, margarine"
2881,2014-06-01,"butter milk, canned vegetables"
2882,2014-12-12,"sliced cheese, other vegetables"
2882,2015-04-26,"sausage, chewing gum"
2882,2015-06-12,"berries, other vegetables"
2882,2015-06-25,"citrus fruit, sausage, domestic eggs, dishes"
2883,2014-05-09,"hamburger meat, rolls/buns"
2883,2015-02-17,"citrus fruit, butter"
2883,2015-04-16,"oil, yogurt"
2883,2015-10-12,"whipped/sour cream, meat, bottled water, newspapers"
2884,2014-03-17,"bottled water, other vegetables"
2884,2015-01-04,"frozen vegetables, napkins"
2884,2015-05-08,"UHT-milk, cream cheese "
2884,2015-12-28,"other vegetables, dessert"
2885,2014-07-25,"whole milk, spices, photo/film"
2885,2014-12-26,"butter, long life bakery product"
2885,2015-03-22,"tropical fruit, whole milk, nut snack, sliced cheese"
2885,2015-05-15,"citrus fruit, hamburger meat, rolls/buns"
2885,2015-11-19,"chicken, bottled water"
2886,2014-02-14,"curd, waffles"
2886,2014-12-12,"tropical fruit, butter"
2887,2014-12-05,"waffles, specialty bar"
2887,2015-01-17,"tropical fruit, whole milk"
2888,2014-05-04,"pastry, other vegetables"
2888,2015-01-08,"flour, brown bread"
2888,2015-09-05,"sausage, soda, other vegetables"
2888,2015-12-20,"pip fruit, other vegetables"
2889,2015-01-20,"citrus fruit, yogurt"
2890,2014-02-13,"bottled water, shopping bags, soda, flour"
2890,2015-04-26,"fish, newspapers"
2891,2015-07-02,"root vegetables, liver loaf, white bread, domestic eggs, cream cheese "
2892,2014-08-19,"sausage, pastry, coffee"
2892,2014-11-20,"soda, pastry"
2893,2014-01-19,"other vegetables, rolls/buns"
2893,2014-04-16,"grapes, pickled vegetables"
2893,2014-11-02,"hard cheese, white wine"
2893,2015-10-06,"tropical fruit, citrus fruit"
2893,2015-12-12,"candles, canned fish, oil"
2894,2015-03-14,"butter, newspapers"
2895,2015-08-14,"long life bakery product, hamburger meat, whole milk"
2897,2014-04-26,"whole milk, chocolate"
2897,2014-11-07,"mustard, curd"
2897,2015-01-27,"zwieback, yogurt"
2898,2014-01-07,"rolls/buns, bottled water"
2898,2014-06-10,"rolls/buns, soda"
2898,2014-07-23,"yogurt, pasta, bottled water"
2899,2014-01-08,"frankfurter, canned beer, soda"
2899,2015-09-06,"sausage, pastry"
2899,2015-11-09,"sausage, fruit/vegetable juice, pot plants"
2899,2015-11-24,"chicken, cling film/bags, rolls/buns"
2900,2014-02-19,"chicken, whole milk"
2900,2014-03-05,"sausage, bottled beer"
2900,2014-11-23,"sugar, whole milk, shopping bags"
2900,2015-04-11,"pastry, bottled water, dishes, whole milk, canned beer"
2901,2014-04-14,"beverages, tropical fruit"
2901,2014-06-20,"domestic eggs, chocolate"
2901,2014-07-10,"processed cheese, other vegetables"
2901,2014-08-09,"whipped/sour cream, curd"
2902,2015-06-06,"whole milk, pastry"
2902,2015-06-12,"tropical fruit, other vegetables"
2902,2015-08-16,"cat food, whole milk, chocolate"
2903,2014-05-08,"tropical fruit, other vegetables, sugar"
2903,2015-08-02,"tropical fruit, other vegetables"
2903,2015-08-08,"sausage, frankfurter, citrus fruit, bottled beer, soda, butter, oil"
2904,2014-04-07,"pip fruit, sweet spreads"
2904,2014-09-28,"pastry, whipped/sour cream, oil"
2904,2015-06-06,"specialty chocolate, tropical fruit"
2904,2015-09-17,"root vegetables, flour"
2905,2014-01-17,"waffles, brown bread"
2905,2015-10-22,"tropical fruit, beef, cream cheese , frozen vegetables"
2906,2014-03-02,"whole milk, butter"
2906,2014-06-25,"frankfurter, cream cheese "
2906,2014-10-15,"coffee, brown bread"
2906,2014-11-13,"chicken, brown bread, bottled beer"
2906,2015-07-08,"chicken, dessert"
2907,2014-03-25,"margarine, fruit/vegetable juice"
2907,2014-04-17,"citrus fruit, whole milk"
2907,2014-08-02,"white wine, domestic eggs"
2907,2014-09-02,"candy, domestic eggs"
2907,2014-10-15,"sausage, processed cheese"
2907,2014-11-02,"root vegetables, whipped/sour cream, frozen potato products, sugar"
2907,2014-12-19,"ham, pastry, sugar"
2908,2014-03-28,"organic sausage, yogurt"
2908,2014-04-27,"pip fruit, yogurt, flour, rolls/buns"
2908,2015-03-15,"canned beer, misc. beverages"
2909,2014-01-18,"frozen fish, whole milk"
2909,2014-01-30,"butter, domestic eggs"
2909,2014-07-23,"rolls/buns, specialty chocolate"
2909,2014-09-06,"whole milk, ice cream"
2909,2015-05-08,"sausage, coffee, female sanitary products"
2910,2014-03-01,"sugar, processed cheese"
2910,2014-03-28,"other vegetables, canned fish"
2910,2015-07-19,"citrus fruit, yogurt"
2910,2015-07-28,"turkey, root vegetables, frozen meals, soda, spread cheese"
2910,2015-12-04,"whole milk, cat food, canned beer"
2911,2014-03-23,"domestic eggs, butter"
2911,2015-07-14,"soda, other vegetables"
2912,2014-08-24,"beef, candles"
2912,2014-09-20,"UHT-milk, flower soil/fertilizer, salty snack"
2912,2014-10-02,"whole milk, yogurt"
2912,2014-11-08,"newspapers, coffee"
2912,2015-01-28,"pip fruit, soda"
2913,2014-12-14,"chicken, house keeping products"
2913,2015-07-04,"chocolate marshmallow, ready soups"
2914,2014-10-09,"yogurt, long life bakery product"
2914,2014-10-11,"grapes, other vegetables, domestic eggs"
2914,2015-04-01,"UHT-milk, rolls/buns"
2914,2015-11-30,"meat, bottled water"
2915,2014-07-29,"beef, berries"
2915,2014-11-04,"citrus fruit, flour"
2916,2014-08-12,"whole milk, cleaner"
2916,2014-12-06,"pickled vegetables, bottled beer"
2916,2015-04-19,"pastry, frozen vegetables"
2916,2015-06-13,"house keeping products, salty snack, semi-finished bread, other vegetables, whole milk, domestic eggs, chocolate marshmallow"
2917,2014-04-22,"ham, waffles, processed cheese, hygiene articles"
2917,2014-05-27,"yogurt, rolls/buns"
2918,2014-05-27,"rolls/buns, waffles"
2918,2015-03-16,"red/blush wine, pork"
2918,2015-04-08,"ham, other vegetables, napkins"
2918,2015-07-19,"sausage, bathroom cleaner"
2918,2015-08-10,"whole milk, ham"
2918,2015-10-11,"bottled beer, rolls/buns, ice cream, pastry"
2918,2015-11-04,"grapes, bottled water, napkins"
2918,2015-12-11,"bottled water, pip fruit, frozen vegetables"
2919,2014-01-14,"rolls/buns, curd"
2919,2015-06-30,"pip fruit, candles"
2920,2014-05-12,"margarine, rolls/buns, root vegetables"
2920,2014-12-03,"canned beer, bottled beer"
2920,2015-03-27,"beverages, packaged fruit/vegetables"
2920,2015-04-26,"whole milk, hard cheese"
2920,2015-10-11,"citrus fruit, beef"
2921,2014-03-04,"hard cheese, bottled water, specialty fat"
2921,2014-11-18,"specialty chocolate, frozen vegetables, other vegetables, cream cheese "
2921,2014-11-27,"yogurt, other vegetables"
2922,2014-02-23,"soda, photo/film"
2922,2014-06-06,"misc. beverages, coffee"
2922,2015-12-26,"pip fruit, onions"
2923,2014-03-11,"citrus fruit, sliced cheese, napkins"
2923,2014-11-02,"yogurt, specialty bar"
2924,2014-03-27,"sliced cheese, rolls/buns"
2924,2014-05-26,"root vegetables, sliced cheese, newspapers, shopping bags"
2924,2014-11-14,"other vegetables, frozen dessert"
2924,2015-11-19,"rolls/buns, yogurt, sugar"
2925,2014-04-01,"male cosmetics, oil"
2925,2014-07-19,"frozen vegetables, pot plants, domestic eggs"
2925,2014-08-25,"female sanitary products, salt"
2925,2014-11-24,"citrus fruit, flour"
2925,2015-03-16,"other vegetables, yogurt"
2925,2015-08-22,"tropical fruit, herbs, chocolate"
2925,2015-12-11,"dessert, cake bar"
2926,2014-06-16,"domestic eggs, specialty bar"
2926,2015-10-29,"oil, yogurt"
2926,2015-11-08,"soda, whole milk, oil"
2927,2014-01-13,"rolls/buns, hygiene articles"
2927,2014-04-17,"beverages, fruit/vegetable juice"
2927,2014-09-01,"packaged fruit/vegetables, popcorn"
2927,2014-12-11,"jam, house keeping products"
2927,2015-02-03,"frozen vegetables, citrus fruit"
2928,2014-11-04,"beef, brown bread, frozen fish"
2928,2014-12-12,"chocolate, frozen fish"
2928,2015-02-11,"pork, root vegetables"
2928,2015-09-22,"frankfurter, frozen meals"
2929,2014-09-24,"yogurt, bathroom cleaner"
2929,2014-10-22,"cleaner, pastry"
2930,2014-02-14,"bottled water, curd"
2930,2014-04-03,"other vegetables, fruit/vegetable juice, coffee"
2930,2014-04-25,"soda, other vegetables"
2930,2015-03-23,"other vegetables, whole milk, soda, oil, pastry, fruit/vegetable juice, newspapers"
2931,2014-07-05,"pip fruit, domestic eggs, seasonal products"
2932,2014-06-22,"whole milk, tropical fruit, cat food"
2932,2014-11-10,"whole milk, rolls/buns, waffles"
2932,2015-01-22,"sausage, root vegetables, bottled beer, butter, whole milk, newspapers, yogurt"
2932,2015-03-20,"sausage, whole milk, detergent, rolls/buns"
2933,2014-08-01,"soda, seasonal products"
2933,2015-04-06,"tropical fruit, pip fruit, herbs, yogurt, bottled water, sweet spreads"
2934,2014-03-22,"whole milk, fruit/vegetable juice"
2934,2014-10-30,"tropical fruit, butter milk"
2934,2015-05-11,"root vegetables, whipped/sour cream, chocolate"
2934,2015-09-13,"bottled beer, UHT-milk"
2935,2014-01-03,"rolls/buns, processed cheese"
2935,2014-02-04,"pastry, bottled water"
2935,2014-04-21,"whole milk, whipped/sour cream, frozen vegetables"
2935,2015-01-09,"other vegetables, canned beer, newspapers"
2936,2014-03-07,"onions, newspapers"
2936,2015-06-08,"ham, domestic eggs"
2937,2014-01-10,"rolls/buns, pastry"
2937,2014-04-24,"sausage, yogurt, dishes"
2937,2014-08-02,"pork, rolls/buns"
2937,2014-10-06,"dishes, shopping bags, brown bread, white bread"
2937,2015-06-17,"photo/film, chewing gum"
2937,2015-06-20,"dessert, whole milk"
2937,2015-07-31,"whole milk, other vegetables"
2938,2014-03-23,"curd, butter milk"
2938,2015-06-06,"whole milk, pasta, whipped/sour cream"
2938,2015-06-25,"liquor (appetizer), tropical fruit"
2939,2014-10-22,"tropical fruit, bottled water"
2939,2014-11-02,"bottled water, grapes"
2939,2015-08-03,"root vegetables, whole milk, bottled water, canned vegetables"
2940,2014-01-11,"citrus fruit, sliced cheese"
2940,2015-05-21,"canned beer, detergent, root vegetables, butter milk"
2940,2015-10-18,"frankfurter, rolls/buns"
2940,2015-11-07,"yogurt, whole milk"
2941,2014-01-27,"rolls/buns, berries"
2941,2014-04-15,"whole milk, bottled water"
2941,2014-06-13,"bottled water, beverages"
2941,2015-02-23,"dessert, brown bread"
2941,2015-09-26,"other vegetables, yogurt"
2941,2015-10-03,"hamburger meat, other vegetables"
2942,2014-08-17,"citrus fruit, cream cheese , waffles"
2942,2014-10-31,"butter, domestic eggs"
2942,2015-02-01,"sausage, pork, brown bread, waffles, whole milk, flower (seeds), oil"
2943,2014-01-01,"whole milk, flower (seeds)"
2943,2014-06-30,"hamburger meat, pastry"
2943,2014-09-11,"chocolate marshmallow, canned beer"
2943,2015-06-20,"sausage, cocoa drinks"
2944,2014-07-31,"beverages, specialty fat"
2944,2014-09-13,"dog food, bottled beer"
2944,2014-12-19,"frozen vegetables, newspapers"
2944,2015-02-01,"tropical fruit, sausage, beef, yogurt, long life bakery product, cream cheese , processed cheese"
2945,2014-11-16,"citrus fruit, frozen meals"
2945,2015-07-19,"chicken, pastry, waffles"
2946,2014-01-09,"onions, white wine"
2946,2014-09-14,"cream cheese , whipped/sour cream"
2946,2014-09-20,"rolls/buns, specialty cheese, domestic eggs"
2946,2014-09-29,"canned vegetables, white bread"
2946,2014-11-19,"citrus fruit, margarine"
